scenario,model_feature,training_count,v3_count,training_mean,v3_mean,training_median,v3_median,training_p95,v3_p95,training_zero_percentage,v3_zero_percentage,ks_statistic
normal-http-test,rst_flag_count,2273097,61,0.0003017909184563905,0.0,0.0,0.0,0.0,0.0,99.96982090953443,100.0,0.00030179090465565217
normal-http-test,psh_flag_count,2273097,61,0.25800836086273193,0.4918032786885246,0.0,0.0,1.0,1.0,74.19916527979228,50.81967213114754,0.23379493148644737
normal-http-test,ack_flag_count,2273097,61,0.2869424521923065,0.4918032786885246,0.0,0.0,1.0,1.0,71.30575597961723,50.81967213114754,0.20486083848469694
normal-http-test,urg_flag_count,2273097,61,0.11596161872148514,0.0,0.0,0.0,1.0,0.0,88.40383846355874,100.0,0.11596161536441252
normal-http-test,cwe_flag_count,2273097,61,0.00013857745216228068,0.0,0.0,0.0,0.0,0.0,99.98614225437807,100.0,0.00013857745621936868
normal-http-test,ece_flag_count,2273097,61,0.000303110689856112,0.0,0.0,0.0,0.0,0.0,99.96968893100471,100.0,0.00030311068995292345
normal-http-test,down_up_ratio,2273097,61,0.7009991407394409,0.4918032786885246,1.0,0.0,1.0,1.0,35.24108298062071,50.81967213114754,0.15578589150526828
normal-http-test,average_packet_size,2273097,61,124.09233856201172,20.572469424928443,74.25,0.0,462.370361328125,42.142857142857146,12.259309655505241,50.81967213114754,0.6586216954225886
normal-http-test,avg_fwd_segment_size,2273097,61,66.39606475830078,13.330601092896176,37.0,0.0,153.7073211669922,27.333333333333332,12.762631775062832,50.81967213114754,0.6489041162783639
normal-http-test,avg_bwd_segment_size,2273097,61,160.7966766357422,26.013934426229508,77.0,0.0,724.5398559570312,53.25,24.875357276878198,50.81967213114754,0.58529002501873
normal-http-test,fwd_header_length.1,2273097,61,-32404.3671875,83.14754098360656,64.0,64.0,552.0,104.0,0.07707546136394532,1.639344262295082,0.4734409111243815
normal-http-test,fwd_avg_bytes_bulk,2273097,61,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
normal-http-test,fwd_avg_packets_bulk,2273097,61,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
normal-http-test,fwd_avg_bulk_rate,2273097,61,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
normal-http-test,bwd_avg_bytes_bulk,2273097,61,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
normal-http-test,bwd_avg_packets_bulk,2273097,61,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
normal-http-test,bwd_avg_bulk_rate,2273097,61,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
normal-http-test,subflow_fwd_packets,2273097,61,10.654172897338867,2.5081967213114753,2.0,2.0,21.0,3.0,0.0,0.0,0.25090487328701694
normal-http-test,subflow_fwd_bytes,2273097,61,635.5238647460938,40.32786885245902,66.0,0.0,2156.0,82.0,12.762631775062832,50.81967213114754,0.3832049402203249
normal-http-test,subflow_bwd_packets,2273097,61,12.138636589050293,1.9836065573770492,2.0,0.0,19.0,4.0,14.559519457374675,50.81967213114754,0.36260152673772866
normal-http-test,subflow_bwd_bytes,2273097,61,18848.28515625,104.75409836065573,130.0,0.0,7387.0,213.0,24.875357276878198,50.81967213114754,0.3502582599862655
normal-http-test,init_win_bytes_forward,2273097,61,6891.55126953125,31655.39344262295,118.0,126.0,31108.400390625,64240.0,1.7953479327982924,0.0,0.4996808824058535
normal-http-test,init_win_bytes_backward,2273097,61,2404.647705078125,124.90163934426229,-1.0,-1.0,26883.0,255.0,4.796143763332581,0.0,0.2727950269509173
normal-http-test,act_data_pkt_fwd,2273097,61,6.361345291137695,0.4918032786885246,1.0,0.0,12.0,1.0,31.65953762641893,50.81967213114754,0.27778049066977784
normal-http-test,min_seg_size_forward,2273097,61,-3421.01806640625,31.475409836065573,20.0,32.0,32.0,32.0,0.08011096754779932,1.639344262295082,0.5281970433967834
normal-http-test,active_mean,2273097,61,76396.796875,0.0,0.0,0.0,244168.0625,0.0,84.27414228253348,100.0,0.15725857717466518
normal-http-test,active_std,2273097,61,46476.16796875,0.0,0.0,0.0,113301.875,0.0,91.05255956960922,100.0,0.08947440430390785
normal-http-test,active_max,2273097,61,162249.859375,0.0,0.0,0.0,559762.375,0.0,84.27414228253348,100.0,0.15725857717466518
normal-http-test,active_min,2273097,61,50873.66015625,0.0,0.0,0.0,102621.203125,0.0,84.27414228253348,100.0,0.15725857717466518
normal-http-test,idle_mean,2273097,61,3745967.25,88842.67213114754,0.0,0.0,10700000.0,0.0,84.2206909779917,98.36065573770492,0.14715342108145846
normal-http-test,idle_std,2273097,61,260370.890625,0.0,0.0,0.0,59820.8359375,0.0,90.80149241321422,100.0,0.09198507586785787
normal-http-test,idle_max,2273097,61,3937925.5,88842.67213114754,0.0,0.0,11217937.0,0.0,84.2206909779917,98.36065573770492,0.14717585743151307
normal-http-test,idle_min,2273097,61,3515161.25,88842.67213114754,0.0,0.0,10026296.0,0.0,84.2206909779917,98.36065573770492,0.1413996475971322
portscan-test,destination_port,158930,1000,8624.4599609375,500.5,3690.0,500.5,49157.0,950.05,0.003775246964072233,0.0,0.8524574970112628
portscan-test,flow_duration,158930,1000,82820.2265625,15.431,47.0,3.0,90.0,50.0,0.07928018624551689,0.7000000000000001,0.8076287044610835
portscan-test,total_fwd_packets,158930,1000,1.0175800323486328,1.001,1.0,1.0,1.0,1.0,0.0,0.0,0.008324860001258427
portscan-test,total_backward_packets,158930,1000,1.004958152770996,1.0,1.0,1.0,1.0,1.0,0.03775246964072233,0.0,0.002856603536148028
portscan-test,total_length_of_fwd_packets,158930,1000,1.089171290397644,0.0,0.0,0.0,2.0,0.0,50.53545586107091,100.0,0.4946454413892909
portscan-test,total_length_of_bwd_packets,158930,1000,12.237865447998047,0.0,6.0,0.0,6.0,0.0,0.35864846158686214,100.0,0.9964135153841314
portscan-test,fwd_packet_length_max,158930,1000,1.0697603225708008,0.0,0.0,0.0,2.0,0.0,50.53545586107091,100.0,0.4946454413892909
portscan-test,fwd_packet_length_min,158930,1000,0.9873906970024109,0.0,0.0,0.0,2.0,0.0,50.644938023029006,100.0,0.49355061976970993
portscan-test,fwd_packet_length_mean,158930,1000,1.0094432830810547,0.0,0.0,0.0,2.0,0.0,50.53545586107091,100.0,0.4946454413892909
portscan-test,fwd_packet_length_std,158930,1000,0.041033510118722916,0.0,0.0,0.0,0.0,0.0,99.58598124960675,100.0,0.004140187503932524
portscan-test,bwd_packet_length_max,158930,1000,8.789875984191895,0.0,6.0,0.0,6.0,0.0,0.35864846158686214,100.0,0.9964135153841314
portscan-test,bwd_packet_length_min,158930,1000,5.959466457366943,0.0,6.0,0.0,6.0,0.0,0.4769395331277921,100.0,0.995230604668722
portscan-test,bwd_packet_length_mean,158930,1000,7.078636169433594,0.0,6.0,0.0,6.0,0.0,0.35864846158686214,100.0,0.9964135153841314
portscan-test,bwd_packet_length_std,158930,1000,1.1942719221115112,0.0,0.0,0.0,0.0,0.0,99.88170892845906,100.0,0.0011829107154093244
portscan-test,flow_bytes_s,158804,993,220359.734375,0.0,139534.890625,0.0,500000.0,0.0,0.34696859021183346,100.0,0.9965303140978816
portscan-test,flow_packets_s,158804,993,62690.5625,760751.2789863242,42553.19140625,666666.6666666666,153846.15625,2000000.0,0.0,0.0,0.8106462879510747
portscan-test,flow_iat_mean,158930,1000,26390.708984375,14.821,47.0,3.0,90.0,50.0,0.07928018624551689,0.7000000000000001,0.8076287044610835
portscan-test,flow_iat_std,158930,1000,45668.734375,0.07636753236814714,0.0,0.0,0.0,0.0,99.06751399987415,99.9,0.009324860001258428
portscan-test,flow_iat_max,158930,1000,80293.2265625,14.875,47.0,3.0,90.0,50.0,0.07928018624551689,0.7000000000000001,0.8076287044610835
portscan-test,flow_iat_min,158930,1000,87.8407211303711,14.767,47.0,3.0,87.0,50.0,0.07990939407286227,0.7000000000000001,0.8060242245013528
portscan-test,fwd_iat_total,158930,1000,82662.5703125,1.22,0.0,0.0,0.0,0.0,99.06751399987415,99.9,0.008324860001258427
portscan-test,fwd_iat_mean,158930,1000,78168.1875,1.22,0.0,0.0,0.0,0.0,99.06751399987415,99.9,0.008324860001258427
portscan-test,fwd_iat_std,158930,1000,2000.125,0.0,0.0,0.0,0.0,0.0,99.52557729818159,100.0,0.004744227018184111
portscan-test,fwd_iat_max,158930,1000,80149.578125,1.22,0.0,0.0,0.0,0.0,99.06751399987415,99.9,0.008324860001258427
portscan-test,fwd_iat_min,158930,1000,76669.7734375,1.22,0.0,0.0,0.0,0.0,99.06751399987415,99.9,0.008324860001258427
portscan-test,bwd_iat_total,158930,1000,80235.4140625,0.0,0.0,0.0,0.0,0.0,99.7143396463852,100.0,0.002856603536148028
portscan-test,bwd_iat_mean,158930,1000,78060.5,0.0,0.0,0.0,0.0,0.0,99.7143396463852,100.0,0.002856603536148028
portscan-test,bwd_iat_std,158930,1000,1189.8682861328125,0.0,0.0,0.0,0.0,0.0,99.9194613980998,100.0,0.0008053860190020412
portscan-test,bwd_iat_max,158930,1000,79559.2265625,0.0,0.0,0.0,0.0,0.0,99.7143396463852,100.0,0.002856603536148028
portscan-test,bwd_iat_min,158930,1000,77369.4609375,0.0,0.0,0.0,0.0,0.0,99.7143396463852,100.0,0.002856603536148028
portscan-test,fwd_psh_flags,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,bwd_psh_flags,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,fwd_urg_flags,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,bwd_urg_flags,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,fwd_header_length,158930,1000,32.59538269042969,24.02,40.0,24.0,40.0,24.0,0.003775246964072233,0.0,0.5084632857232744
portscan-test,bwd_header_length,158930,1000,20.237260818481445,20.004,20.0,20.0,20.0,20.0,0.039640093122758444,0.0,0.007959919461398068
portscan-test,fwd_packets_s,158930,1000,31327.322265625,377713.4198527756,21276.595703125,333333.3333333333,76923.078125,1000000.0,0.07928018624551689,0.7000000000000001,0.8046027810985968
portscan-test,bwd_packets_s,158930,1000,31313.54296875,377712.60018064437,21276.595703125,333333.3333333333,76923.078125,1000000.0,0.11703265588623923,0.7000000000000001,0.8046027810985968
portscan-test,min_packet_length,158930,1000,0.9873906970024109,0.0,0.0,0.0,2.0,0.0,50.644938023029006,100.0,0.49355061976970993
portscan-test,max_packet_length,158930,1000,8.813754081726074,0.0,6.0,0.0,6.0,0.0,0.34669351286730005,100.0,0.996533064871327
portscan-test,packet_length_mean,158930,1000,3.2460250854492188,0.0,2.0,0.0,3.3333332538604736,0.0,0.34669351286730005,100.0,0.996533064871327
portscan-test,packet_length_std,158930,1000,3.88105845451355,0.0,3.464101552963257,0.0,3.464101552963257,0.0,0.3473227206946454,100.0,0.9965267727930536
portscan-test,packet_length_variance,158930,1000,1803.00927734375,0.0,12.0,0.0,12.0,0.0,0.3473227206946454,100.0,0.9965267727930536
portscan-test,fin_flag_count,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,syn_flag_count,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,rst_flag_count,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,psh_flag_count,158930,1000,0.9995721578598022,1.0,1.0,1.0,1.0,1.0,0.04278613225948531,0.0,0.0004278613225948531
portscan-test,ack_flag_count,158930,1000,0.00038381677586585283,0.0,0.0,0.0,0.0,0.0,99.96161832253193,100.0,0.00038381677468068975
portscan-test,urg_flag_count,158930,1000,2.516831227694638e-05,0.0,0.0,0.0,0.0,0.0,99.99748316869062,100.0,2.5168313093848482e-05
portscan-test,cwe_flag_count,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,ece_flag_count,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,down_up_ratio,158930,1000,0.9929277300834656,0.999,1.0,1.0,1.0,1.0,0.7424652362675391,0.1,0.006424652362675392
portscan-test,average_packet_size,158930,1000,4.630614280700684,0.0,3.0,0.0,5.0,0.0,0.34669351286730005,100.0,0.996533064871327
portscan-test,avg_fwd_segment_size,158930,1000,1.0094432830810547,0.0,0.0,0.0,2.0,0.0,50.53545586107091,100.0,0.4946454413892909
portscan-test,avg_bwd_segment_size,158930,1000,7.078636169433594,0.0,6.0,0.0,6.0,0.0,0.35864846158686214,100.0,0.9964135153841314
portscan-test,fwd_header_length.1,158930,1000,32.59538269042969,24.02,40.0,24.0,40.0,24.0,0.003775246964072233,0.0,0.5084632857232744
portscan-test,fwd_avg_bytes_bulk,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,fwd_avg_packets_bulk,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,fwd_avg_bulk_rate,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,bwd_avg_bytes_bulk,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,bwd_avg_packets_bulk,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,bwd_avg_bulk_rate,158930,1000,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
portscan-test,subflow_fwd_packets,158930,1000,1.0175800323486328,1.001,1.0,1.0,1.0,1.0,0.0,0.0,0.008324860001258427
portscan-test,subflow_fwd_bytes,158930,1000,1.089171290397644,0.0,0.0,0.0,2.0,0.0,50.53545586107091,100.0,0.4946454413892909
portscan-test,subflow_bwd_packets,158930,1000,1.004958152770996,1.0,1.0,1.0,1.0,1.0,0.03775246964072233,0.0,0.002856603536148028
portscan-test,subflow_bwd_bytes,158930,1000,12.237865447998047,0.0,6.0,0.0,6.0,0.0,0.35864846158686214,100.0,0.9964135153841314
portscan-test,init_win_bytes_forward,158930,1000,15284.7353515625,1024.0,29200.0,1024.0,29200.0,1024.0,0.0,0.0,0.5058453407160385
portscan-test,init_win_bytes_backward,158930,1000,177.42239379882812,64.24,0.0,0.0,0.0,0.0,99.21789467060971,99.9,0.006418360284401903
portscan-test,act_data_pkt_fwd,158930,1000,0.003995469771325588,0.0,0.0,0.0,0.0,0.0,99.60422827659976,100.0,0.0039577172340024
portscan-test,min_seg_size_forward,158930,1000,32.04877471923828,23.996,40.0,24.0,40.0,24.0,0.003775246964072233,0.0,0.5062354495689927
portscan-test,active_mean,158930,1000,67.78951263427734,0.0,0.0,0.0,0.0,0.0,99.8017995343862,100.0,0.001982004656137959
portscan-test,active_std,158930,1000,3.0614984035491943,0.0,0.0,0.0,0.0,0.0,99.99874158434531,100.0,1.2584156546924241e-05
portscan-test,active_max,158930,1000,73.072021484375,0.0,0.0,0.0,0.0,0.0,99.8017995343862,100.0,0.001982004656137959
portscan-test,active_min,158930,1000,64.63154602050781,0.0,0.0,0.0,0.0,0.0,99.8017995343862,100.0,0.001982004656137959
portscan-test,idle_mean,158930,1000,79628.421875,0.0,0.0,0.0,0.0,0.0,99.8017995343862,100.0,0.001982004656137959
portscan-test,idle_std,158930,1000,61.374794006347656,0.0,0.0,0.0,0.0,0.0,99.99811237651797,100.0,1.887623482033085e-05
portscan-test,idle_max,158930,1000,79763.078125,0.0,0.0,0.0,0.0,0.0,99.8017995343862,100.0,0.001982004656137959
portscan-test,idle_min,158930,1000,79600.1171875,0.0,0.0,0.0,0.0,0.0,99.8017995343862,100.0,0.001982004656137959
