row_identity,ground_truth_class,source_experiment,source_class,source_role,source_kind,source_session_id,source_capture_id,source_csv,source_csv_sha256,source_row_index,transformation
082f633dc693d9ffd991061d0766c9ced2856d71b395f8621d4b87e22410b5c9,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,0,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
fa2873299ed206c7c5e780cf8f2b289763bd6b656340095d2238a94910a9187c,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,80,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
5c5b74b97551c31ee0f15e82104d3036e161b16d9e15e0b2c694d718b6d6ce6e,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,81,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
6a7dd64ddbacfbc1142ea3ab3d262117a5045b1938eedb0ac5421cfc2d958a66,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,82,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
fd265d4d5c1685148b4fea68f4afacc08749d34a201ec61c3ab4bb7ad6dc2db0,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,84,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
da6a2f938dd9609f3f6056c259907ba2c43dbea9e0253d752e4a9767bc50a03b,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,89,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
35897c4f879d943f47205229a2df2545144f699a5769c57645ed71e0578769fe,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,90,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
5ef41288eaa8a489a6afdf9a6305d7aeb933cab847046f1c12f30d85fd411e41,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,95,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
dea270489b61fc8e489837ebd3c10a962c03b0b11619d7620fa052d8d625eccc,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,96,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
032df41cc332bc81d9b76a5ffd41eb7a225f52beddfbd116e247ef656ceb3270,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,99,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
7b07a7e2b87d47dfe0a931c2fac922409629a6a55fb6c0b8b653e0a5ce7548c4,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,102,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
75165f9ed0c93a0e68a09d920bf417e77c5a664840074ba6333794cbbd9e1225,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,103,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
b78fe2c7f129cea3fa25779d84726f771b4df680a9f4c2b29482119c7c4d079b,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,107,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
1413e339ce17e7f0d712a4e0ccd747f577bf9d6d7bac16dcef2e36c6c7abca52,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,110,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
0abc2a06c091aa499002668ba857d84247ace67aa51acc927d5f8e265e80a59d,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,112,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
08d8af37117ce44d22209e3b3b6bf0ab33ba75f14ced04bbb337e3bba0cfb63d,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,115,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
262c1a8c01aefe4b588cfcb5844e9a2ac9203f85505ff4c3023f1c509f5ef52e,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,119,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
5416bfb84150db1648c467554bf06b0f08556776c4f3b29bcd4529d3ad06092e,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,122,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
42bf3fae6ca0748d1f0ca1ca39678ab61e6a1c43ee9eff7fbfa10100840d4645,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,123,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
fd5446d28ed51721f1f7c83d7f89aa5d54a44c8cf0d66bcaaad69073ce0ab4ca,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,124,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
a42a33fbbec5740d6a90f2f632e6e5730d65767574a8798ae5d0663c27df9432,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,127,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
99b28ba31e4a1c09f58d3c5051e491a31a87a1123557260a03b5540fc60611b9,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,129,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
d58b9fc05784d5ea6200b862a0cc2118656ff4212f96ea84ce597b64fe99d8c5,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,132,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
9012e9c7852233e881fb535518a55231d9a96322a7cce193f3c7eef95b7a17fd,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,133,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
