candidate_row_index,ground_truth_class,origin_group,source_experiment,source_role,source_session_id,source_capture_id,source_row_index,source_row_identity,adapted_artifact,adapted_artifact_sha256,historical_source_csv,historical_source_csv_sha256,raw_extraction,raw_extraction_sha256,pcap,pcap_sha256,transformation
6698,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,0,10.10.10.2-10.10.20.2-35598-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6709,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,11,10.10.10.2-10.10.20.2-53954-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6710,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,12,10.10.10.2-10.10.20.2-53968-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6711,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,13,10.10.10.2-10.10.20.2-53968-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6712,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,14,10.10.10.2-10.10.20.2-53980-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6713,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,15,10.10.10.2-10.10.20.2-53980-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6714,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,16,10.10.10.2-10.10.20.2-53990-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6715,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,17,10.10.10.2-10.10.20.2-53990-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6716,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,18,10.10.10.2-10.10.20.2-53996-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6717,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,19,10.10.10.2-10.10.20.2-54010-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6718,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,20,10.10.10.2-10.10.20.2-54010-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6719,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,21,10.10.10.2-10.10.20.2-54014-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6720,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,22,10.10.10.2-10.10.20.2-54014-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6721,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,23,10.10.10.2-10.10.20.2-59348-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
6722,Normal,EXPERIMENT_F_A4_NORMAL_REMEDIATION,EXPERIMENT_F,F-ADAPTATION-NORMAL-A2,F-A1-NORMAL-A2-01,F-A1-NORMAL-A2-01,24,10.10.10.2-10.10.20.2-59348-8080-6,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/adapted_78/F-A1-NORMAL-A2-01_model_input_78.csv,4ed0482e82915c30e7572b1e148c2278ff7cc64f6c2d93185af5a2bfa4514a12,NOT_APPLICABLE,NOT_APPLICABLE,data/lab/experiment_f/normal_remediation_a2/derived/a4_run_01/raw_cicflowmeter/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap_ISCX.csv,e7b1ea5cb58408a42984cff70789fd854c21930f2157d8812d0e0f8ac3d563bb,data/lab/experiment_f/normal_remediation_a2/raw/observer/F-A1-NORMAL-A2-01/F-A1-NORMAL-A2-01.pcap,d7ceb5247f809fd4800330ba4b6d5207efc9fca9eacc54bd9e970c65a8e815e8,approved CICFlowMeter V3 -> frozen ordered 78-feature adapter; no imputation
